"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","COUNT","BC_1.r","BC_2.r","BC_3.r","BC_4.r","BC_5.r","TROPHIC_1.r","TROPHIC_2.r","TROPHIC_3.r","TROPHIC_4.r","TROPHIC_5.r","TROPHIC_6.r","TROPHIC_7.r","SAP_1.r","SAP_2.r","SAP_3.r","SAP_4.r","SAP_5.r","PT_1.r","PT_2.r","PT_3.r","PT_4.r","PT_5.r","O_1.r","O_2.r","O_3.r","O_4.r","O_5.r","SALINITY_1.r","SALINITY_2.r","SALINITY_3.r","SALINITY_4.r","Bahls_1.r","Bahls_2.r","Bahls_3.r","LOW_P.r","HIGH_P.r","LOW_N.r","HIGH_N.r","BENTHIC_HABIT.r","SESTONIC_HABIT.r","N_FIXER.r","NON_N_FIXER.r","NON_MOTILE.r","WEAKLY_MOTILE.r","SLIGHTLY_MOTILE.r","MODERATELY_MOTILE.r","HIGHLY_MOTILE.r","VERY_SMALL.r","SMALL.r","MEDIUM.r","BIG.r","VERY_BIG.r","ACHNANTHIDIUM.r","ACHNANTHIDIAE.r","BACILLARIACEAE.r","NAVICULA.r","STALKED.r","ADNATE.r","HIGHLY_MOTILE.1.r","ARAPHID.r","CENTRIC.r"
"233_0","WHPI7","WHPI7_2008_10_20",233,0,1,5,6,18,19,11,1,1,2,6,24,3,6,0,22,13,7,2,4,5,3,9,4,8,12,13,4,1,2,35,7,2,6,14,13,6,17,9,21,58,3,3,58,7,3,10,22,19,9,22,17,4,1,1,2,16,8,4,4,41,5,2
"234_0","WB0302","WB0302_2008_8_20",234,0,1,2,4,10,16,7,1,0,0,4,17,2,5,1,16,9,6,1,5,7,1,7,2,5,9,9,5,0,2,29,2,1,6,10,8,3,9,5,17,35,4,0,39,7,1,10,12,9,8,17,8,4,0,1,3,7,5,5,4,18,4,3
"235_0","WB0303","WB0303_2008_8_21",235,0,1,4,7,14,16,8,1,1,2,4,18,2,5,3,14,14,6,1,5,6,2,6,1,8,8,11,6,0,5,28,4,1,7,16,6,4,14,8,18,50,1,1,50,8,3,10,18,12,11,22,8,3,1,1,4,9,8,5,4,29,7,1
"236_0","WB0309","WB0309_2008_8_21",236,0,1,1,5,9,17,7,1,0,1,3,18,2,5,0,15,11,6,1,5,6,0,9,2,5,8,9,6,0,3,29,3,1,7,13,10,5,10,6,17,40,1,0,41,5,3,9,14,10,9,19,7,3,0,2,4,8,9,4,5,22,4,1
"237_0","WB0311","WB0311_2008_8_21",237,0,1,0,5,11,20,7,0,0,1,4,20,1,4,0,17,11,6,0,4,6,0,8,4,5,11,9,6,0,1,29,3,1,6,10,11,3,9,6,18,41,2,0,43,4,3,10,16,10,7,21,6,6,0,1,4,7,8,6,6,23,2,2
"238_0","WB0307","WB0307_2008_8_27",238,0,1,1,8,11,18,7,2,0,1,5,21,2,6,1,20,10,5,1,4,6,0,10,5,8,10,10,5,0,3,31,4,1,6,11,11,6,10,8,19,44,2,0,46,7,3,10,17,9,9,22,7,4,0,1,3,7,8,7,5,21,5,2
"239_0","MRW18","MRW18_2008_8_28",239,0,1,5,10,13,22,7,2,1,4,5,22,2,7,4,21,9,6,1,5,5,1,8,3,10,11,7,5,1,5,36,6,1,6,12,17,12,11,13,19,56,2,1,57,8,2,13,21,14,9,27,12,4,0,3,6,11,11,8,8,27,7,1
"239_1","MRW18","MRW18_2008_8_28_Rep",239,1,1,2,11,12,15,8,2,1,3,4,17,2,6,4,20,9,3,1,3,4,1,6,2,10,10,9,2,0,5,32,4,0,5,12,14,8,11,10,19,48,2,1,49,7,2,9,20,12,9,17,13,3,0,1,3,10,10,6,4,25,6,1
"240_0","MRW45","MRW45_2008_8_29",240,0,1,5,12,12,17,10,2,1,4,5,19,3,6,7,19,10,6,2,6,5,1,8,2,11,11,11,4,2,7,36,4,0,7,12,15,10,14,13,20,56,3,2,57,9,4,13,21,12,12,22,11,4,0,2,6,11,10,6,6,29,7,2
"241_0","WB0297","WB0297_2008_9_3",241,0,1,2,7,6,10,6,0,2,1,1,14,1,3,4,9,8,3,1,2,1,1,4,2,7,5,6,2,1,1,16,4,1,4,9,6,3,11,5,10,28,3,1,30,4,2,5,11,9,8,11,4,2,0,3,3,8,6,2,4,17,1,3
"242_0","MRC63","MRC63_2008_9_10",242,0,1,12,18,15,11,7,7,3,4,7,8,2,12,15,19,7,4,1,4,2,1,6,4,20,10,8,2,0,10,40,1,0,7,11,17,12,9,15,14,62,3,0,64,13,4,16,19,13,16,25,11,3,0,2,10,11,6,5,9,25,11,2
"243_0","MRC26","MRC26_2008_9_11",243,0,1,5,12,12,11,4,1,2,3,7,8,1,9,2,19,6,4,0,2,2,0,5,5,9,10,5,1,0,1,34,1,0,4,6,16,8,5,13,11,43,2,2,43,11,3,10,14,7,11,18,8,3,0,1,4,7,5,5,5,16,10,1
"244_0","MRCI28","MRCI28_2008_9_15",244,0,1,3,6,8,15,5,0,1,2,6,11,0,7,3,16,7,4,0,3,4,2,6,2,7,10,9,3,0,2,29,1,0,5,9,10,4,6,7,12,37,2,1,38,6,2,8,16,7,5,15,11,2,0,1,3,6,5,4,4,20,5,1
"245_0","MRCI31","MRCI31_2008_9_16",245,0,1,2,8,12,13,4,1,1,1,5,15,1,7,1,16,11,2,1,2,4,1,6,2,6,7,12,1,0,1,29,3,0,4,10,11,7,7,11,13,40,1,2,39,6,2,9,13,11,7,18,8,5,1,1,5,9,5,5,7,20,5,1
"245_1","MRCI31","MRCI31_2008_9_16_Rep",245,1,1,4,7,14,14,3,2,1,2,5,14,1,7,2,20,7,3,1,3,4,0,8,4,6,9,9,3,0,1,31,2,0,4,10,14,7,7,10,14,42,1,2,41,7,2,10,15,9,6,21,7,5,1,1,4,9,7,8,6,21,6,1
"246_0","MRCI27","MRCI27_2008_9_17",246,0,1,3,6,14,15,5,1,0,2,5,13,2,7,2,19,7,3,1,4,3,1,7,3,5,10,8,2,0,1,30,2,1,4,14,10,6,7,11,12,44,0,2,42,8,1,9,13,14,7,16,11,5,1,1,2,11,8,5,4,25,8,0
"247_0","MRCI29","MRCI29_2008_9_17",247,0,1,3,9,8,12,3,2,1,2,3,11,1,8,2,17,5,1,1,1,3,0,8,3,6,10,7,0,0,3,25,2,0,2,6,11,6,5,9,13,34,1,1,34,5,2,10,10,8,7,15,7,3,0,3,5,8,5,1,7,16,4,1
"248_0","MRCI32","MRCI32_2008_9_18",248,0,1,3,6,8,12,7,0,0,1,8,15,3,4,3,15,11,2,2,3,4,1,7,2,5,10,8,4,0,0,26,5,4,4,15,7,4,13,7,15,37,1,3,35,6,2,4,12,14,6,13,9,4,0,1,1,14,6,1,2,27,6,0
"249_0","NGP0212","NGP0212_2008_9_22",249,0,1,2,5,11,22,13,1,1,2,4,26,3,4,3,16,18,4,2,3,8,2,8,3,8,8,16,5,1,3,28,10,5,5,18,10,3,22,6,24,50,5,2,53,9,1,8,17,20,8,20,14,5,0,1,3,18,9,2,5,36,5,4
"250_0","MRCI30","MRCI30_2008_9_23",250,0,1,2,3,9,16,10,1,1,0,3,17,2,5,1,14,9,5,1,3,4,1,9,3,4,10,7,5,1,1,21,8,2,4,12,8,4,14,3,21,37,2,0,39,4,2,8,10,15,7,13,9,3,0,2,3,13,7,2,5,25,2,2
"251_0","NGP15","NGP15_2008_9_23",251,0,1,1,5,10,15,8,1,1,1,5,15,1,4,1,15,8,4,0,3,2,2,6,4,8,8,6,3,1,2,26,4,0,3,10,10,5,9,6,14,37,2,1,38,5,2,8,15,9,9,15,6,3,1,2,2,8,9,1,3,24,3,2
"252_0","NGP43","NGP43_2008_9_24",252,0,1,3,6,15,24,16,2,1,3,3,21,2,10,2,18,14,8,1,6,5,2,8,5,8,12,10,6,1,4,35,8,2,8,16,10,6,21,6,24,61,3,0,64,7,4,13,18,22,12,21,11,5,0,2,4,22,9,3,6,39,4,3
"253_0","NGP23","NGP23_2008_9_25",253,0,1,4,10,13,16,16,2,2,2,5,20,2,5,3,21,13,4,1,3,5,1,10,6,10,12,10,3,1,3,33,6,3,4,14,13,6,13,10,17,57,3,2,58,7,3,11,20,19,15,20,10,4,1,2,2,17,11,2,4,39,5,2
"253_1","NGP23","NGP23_2008_9_25_Rep",253,1,1,5,9,13,20,15,2,2,2,9,24,3,6,3,23,13,7,2,6,4,3,9,6,10,15,9,6,1,2,38,8,3,8,17,13,4,18,8,22,63,1,3,61,6,3,11,21,23,14,17,13,4,1,1,2,21,11,2,4,44,5,1
"254_0","MRE0025","MRE0025_2008_10_6",254,0,1,5,9,12,8,7,2,2,3,8,7,1,3,4,13,6,3,2,2,2,1,3,4,7,7,6,1,1,1,26,3,2,3,8,8,10,8,13,8,44,1,2,43,11,2,8,16,8,8,16,9,3,1,2,3,8,2,2,4,23,10,1
"255_0","NGP0214","NGP0214_2008_10_7",255,0,1,0,3,3,13,14,0,1,0,2,15,3,3,2,7,10,6,2,5,4,3,2,0,3,4,6,8,1,0,17,9,3,9,12,4,2,18,1,17,33,2,0,35,2,1,5,9,18,6,12,5,1,0,1,2,14,7,1,2,27,1,1
"256_0","NGP1","NGP1_2008_10_7",256,0,1,5,5,10,20,14,1,1,1,5,24,2,5,4,15,14,7,1,5,6,1,7,4,6,12,10,7,1,2,31,8,5,6,14,9,5,17,6,22,56,3,2,57,6,2,11,21,19,11,17,14,5,1,2,5,15,9,7,6,33,4,2
"257_0","NGP2","NGP2_2008_10_8",257,0,1,1,4,11,12,5,1,1,3,4,15,0,3,5,13,6,3,0,2,4,0,5,3,10,6,7,2,0,2,24,3,1,2,4,11,6,6,8,12,32,1,0,33,3,2,11,11,6,7,15,8,3,0,2,5,7,4,7,6,15,2,1
"258_0","NGP0213","NGP0213_2008_10_17",258,0,1,2,3,11,14,9,1,1,2,3,18,3,4,1,17,5,4,2,4,2,1,7,6,7,10,4,3,0,1,25,6,2,5,9,10,6,14,5,18,39,0,1,38,3,3,7,12,14,5,13,8,2,1,1,2,12,7,5,4,24,3,0
"259_0","WB0292","WB0292_2008_10_23",259,0,1,1,7,7,11,3,2,1,2,1,11,1,4,2,9,7,3,0,3,2,0,6,1,6,4,7,2,0,3,17,2,0,4,7,10,5,6,6,10,29,0,0,29,3,2,7,12,5,7,13,6,2,0,2,2,5,7,3,3,14,3,0
"260_0","NGP0215","NGP0215_2008_10_28",260,0,1,3,6,6,15,11,0,2,2,4,20,1,1,4,10,12,2,1,2,4,3,6,1,5,7,11,2,1,2,20,6,3,5,15,7,5,14,7,13,41,2,2,41,6,0,3,20,14,4,17,9,6,0,1,1,12,14,2,1,34,5,1
"260_1","NGP0215","NGP0215_2008_10_28_Rep",260,1,1,3,8,6,18,17,2,1,2,5,20,2,2,3,16,14,5,1,4,4,2,7,2,6,9,11,6,1,3,27,7,5,11,18,7,5,21,6,21,55,2,2,55,4,2,6,22,23,11,16,15,4,0,2,2,21,12,1,3,44,2,2
"261_0","WB0313","WB0313_2008_9_8",261,0,1,4,6,12,16,7,1,2,2,3,19,0,6,2,18,9,4,0,2,2,1,8,1,7,8,10,2,1,1,25,6,0,4,10,11,5,13,8,20,47,2,4,45,5,2,8,21,13,6,16,14,5,1,1,3,12,11,5,5,32,3,2
"262_0","WB106","WB106_2008_9_9",262,0,1,0,3,4,6,2,0,0,1,2,5,2,2,1,8,2,1,1,2,1,0,5,2,4,4,1,1,0,0,12,1,0,2,3,5,4,5,4,9,16,0,0,16,1,2,4,6,3,4,10,1,1,0,1,1,2,5,2,2,9,1,0
"263_0","WB28","WB28_2008_10_6",263,0,1,5,10,13,15,5,0,2,2,10,18,1,8,4,21,8,5,1,3,3,1,7,4,12,10,10,2,1,2,37,3,1,3,10,13,10,6,15,14,47,2,3,46,13,3,10,19,4,12,23,6,4,0,3,6,4,5,5,8,18,12,1
"264_0","WB0206","WB0206_2008_10_20",264,0,1,6,7,14,20,6,1,4,4,8,15,2,6,6,22,8,5,1,5,1,4,8,5,14,11,8,2,0,2,42,2,0,6,17,14,8,11,10,13,54,0,3,51,7,2,10,23,12,9,20,15,5,0,1,2,11,7,5,4,30,7,0
"265_0","WB0312","WB0312_2008_8_12",265,0,1,4,9,11,22,14,1,4,3,6,22,2,6,5,20,14,6,2,5,5,0,6,3,11,7,16,5,1,3,36,8,3,6,23,10,2,18,6,19,58,3,3,58,6,2,9,25,19,11,20,16,7,1,1,3,13,11,4,5,41,4,2
"266_0","MRW0165","MRW0165_2008_8_19",266,0,1,5,9,11,13,5,3,0,3,4,15,1,4,3,18,7,1,1,2,3,0,7,6,12,8,7,1,0,3,26,1,0,3,11,9,9,4,11,9,41,1,2,40,6,2,12,15,7,10,16,8,5,0,3,4,8,6,4,6,21,5,1
"267_0","MRW0166","MRW0166_2008_9_15",267,0,1,4,7,11,19,4,2,1,4,7,15,1,7,6,21,7,3,1,3,4,1,7,5,15,7,9,3,0,2,36,2,0,4,11,12,7,8,8,15,46,0,0,46,8,2,11,14,11,9,22,8,3,0,3,6,9,6,8,7,21,8,0
"268_0","MRW0167","MRW0167_2008_9_30",268,0,1,1,5,9,12,4,2,1,2,3,10,2,5,3,13,6,3,1,3,3,0,7,2,8,6,6,2,0,1,24,3,0,4,5,9,4,8,6,13,32,0,0,32,2,2,12,9,7,7,18,4,2,0,1,5,6,6,3,6,15,2,0
"269_0","MRW19","MRW19_2008_9_16",269,0,1,10,14,13,12,4,3,5,5,8,9,1,7,11,15,6,3,1,4,1,1,6,2,16,8,6,3,0,8,31,2,1,5,7,21,13,8,14,11,47,6,0,54,15,4,11,19,6,10,22,10,3,1,2,7,6,8,5,8,22,12,3
"270_0","MRW17","MRW17_2008_9_22",270,0,1,7,5,6,2,3,1,2,4,2,4,1,4,6,5,2,2,1,3,1,0,2,2,11,0,3,1,0,4,14,1,1,3,3,8,9,4,10,4,21,2,0,23,8,3,3,6,3,6,8,4,2,1,2,4,3,2,2,5,7,7,1
"271_0","MRW9","MRW9_2008_8_18",271,0,1,4,9,8,11,3,1,1,1,3,14,1,5,3,14,6,3,0,2,3,0,5,3,9,6,7,1,0,3,23,3,0,3,6,11,8,6,9,11,33,1,1,33,7,1,8,11,7,8,13,9,1,0,2,4,7,5,5,5,14,7,0
"272_0","MRW5","MRW5_2008_10_15",272,0,1,3,5,13,14,5,2,0,3,5,15,1,3,3,16,9,2,1,3,3,1,8,3,9,8,5,3,0,4,26,4,0,4,10,13,7,9,6,15,42,1,0,43,3,2,12,16,10,7,21,9,3,0,1,4,10,8,6,6,24,3,0
"273_0","WB0279","WB0279_2008_7_22",273,0,1,5,8,13,18,9,2,2,4,4,17,2,9,6,17,10,6,2,4,4,1,5,4,13,6,13,5,0,1,31,8,4,4,16,10,5,14,7,17,53,0,2,51,6,2,8,21,16,10,13,15,6,0,3,5,13,7,4,6,33,6,0
"274_0","MRW22","MRW22_2008_10_1",274,0,1,3,6,8,11,5,3,0,1,5,10,2,5,2,13,6,2,1,3,1,1,4,4,8,7,3,1,0,3,24,1,0,4,4,12,6,6,7,11,33,1,0,34,7,2,5,13,7,7,16,6,2,0,1,2,7,5,5,3,15,7,0
"274_1","MRW22","MRW22_2008_10_1_Rep",274,1,1,4,5,8,9,5,3,0,2,3,11,2,4,2,11,5,4,1,4,2,1,6,3,7,5,5,2,0,4,21,2,0,5,5,9,6,8,7,12,31,1,0,32,6,2,8,11,5,6,17,6,0,0,1,3,5,2,7,4,10,6,0
"275_0","MRWI39","MRWI39_2008_10_14",275,0,1,1,9,10,18,10,2,2,1,4,19,3,4,1,17,13,5,2,4,5,2,6,5,8,12,9,3,0,3,30,4,3,7,17,12,5,13,7,19,50,0,2,48,2,3,11,17,17,7,20,12,2,0,1,4,15,10,5,5,32,2,0
"275_1","MRWI39","MRWI39_2008_10_14_Rep",275,1,1,0,7,13,14,9,1,2,1,5,16,2,4,3,18,8,4,1,3,2,1,7,4,8,12,7,1,0,3,29,3,2,5,10,13,7,11,6,16,46,0,1,45,2,3,11,14,16,8,20,6,3,0,1,3,15,7,6,4,29,2,0
"276_0","WB0280","WB0280_2008_7_23",276,0,1,0,6,9,21,6,2,1,1,4,18,2,4,2,15,12,5,1,5,5,1,7,4,8,9,9,5,0,2,29,4,1,7,10,12,5,11,5,18,44,0,0,44,3,2,14,12,13,8,22,8,3,0,1,4,11,9,6,6,24,3,0
"277_0","WHP13","WHP13_2008_10_7",277,0,1,1,15,12,22,8,2,2,1,8,21,2,10,6,20,13,5,1,4,5,2,8,4,16,8,11,4,1,4,38,7,0,6,14,12,5,12,8,22,57,3,0,60,12,1,12,24,11,13,25,16,4,0,2,4,8,12,9,6,27,9,3
"278_0","WHP0051","WHP0051_2008_10_8",278,0,1,1,4,11,20,7,0,0,2,6,22,1,5,1,19,13,4,1,3,5,2,9,4,7,9,13,4,1,2,28,7,2,4,11,11,5,14,5,24,41,3,0,44,6,2,8,15,13,5,19,11,6,1,1,3,9,8,5,5,26,4,2
"279_0","WHP12","WHP12_2008_10_8",279,0,1,2,5,12,18,8,1,0,1,4,19,1,8,0,17,11,5,1,4,4,0,7,3,5,8,9,5,1,2,27,8,2,5,10,10,5,14,7,20,45,3,0,48,8,2,7,18,13,6,20,14,6,1,1,2,9,12,4,3,30,6,2
"280_0","WHP0047","WHP0047_2008_10_9",280,0,1,1,3,6,12,6,1,0,1,2,14,1,5,1,8,10,5,1,3,4,0,5,1,5,3,8,5,1,1,18,5,1,4,7,8,3,12,3,16,28,1,0,29,2,2,5,12,8,4,15,8,1,0,1,3,6,6,7,4,14,1,1
"281_0","WHP0046","WHP0046_2008_10_10",281,0,1,1,4,11,15,9,1,1,1,5,19,1,6,2,12,13,6,1,4,6,1,7,3,7,7,12,6,1,2,24,8,2,5,10,10,4,15,5,22,38,3,0,41,7,3,8,14,9,8,15,12,4,0,1,5,7,6,6,5,19,5,2
"282_0","WHP11","WHP11_2008_10_13",282,0,1,2,6,9,15,12,1,1,1,5,21,2,5,2,11,14,7,2,5,7,1,6,4,6,5,13,7,1,1,24,11,3,6,11,10,6,18,7,23,42,3,0,45,11,2,5,11,16,5,18,12,3,1,1,3,12,5,6,4,21,9,2
"283_0","WHPI11","WHPI11_2008_10_14",283,0,1,2,4,9,12,10,0,1,1,5,17,2,4,2,12,10,7,1,6,5,1,6,3,6,6,10,6,0,2,24,6,2,7,7,10,5,13,4,19,36,2,0,38,9,2,6,10,11,8,13,8,4,0,1,3,9,5,3,4,19,8,1
"284_0","WB0329","WB0329_2009_6_22",284,0,1,1,11,9,10,9,1,1,2,4,13,2,7,3,17,9,4,1,4,4,1,6,3,7,10,8,3,0,2,32,2,2,5,10,13,8,11,11,17,45,0,0,45,5,2,10,11,17,11,18,6,2,0,3,5,16,3,5,6,22,5,0
"285_0","WB0239","WB0239_2009_6_23",285,0,1,3,7,12,14,9,2,3,3,3,18,2,6,4,19,7,6,1,4,3,2,7,6,9,9,7,3,1,2,32,6,0,5,12,11,6,14,8,21,45,1,2,44,6,3,13,12,12,9,23,6,2,0,3,4,11,6,6,6,22,5,1
"286_0","WB0330","WB0330_2009_6_24",286,0,1,1,5,10,10,9,1,1,2,2,11,2,6,3,14,6,6,1,5,2,1,5,2,6,6,6,3,1,1,25,3,0,6,9,8,4,13,6,16,36,1,0,37,6,2,10,8,11,10,15,5,0,0,2,4,11,5,3,5,19,5,1
"287_0","WB25","WB25_2009_7_20",287,0,1,11,10,11,14,8,2,2,2,9,16,2,4,4,20,9,5,1,5,2,2,5,5,10,8,10,3,1,5,36,3,0,6,14,14,7,12,12,15,58,2,4,56,8,2,15,24,11,16,22,9,6,0,2,8,11,10,6,7,33,7,1
"288_0","MRW0130","MRW0130_2009_7_27",288,0,1,3,6,11,3,1,0,0,3,3,7,0,2,2,8,3,2,0,1,1,0,5,3,6,5,3,1,0,3,13,1,0,1,2,9,7,4,9,8,24,1,1,24,5,2,5,11,2,0,13,8,4,0,0,1,2,2,10,3,8,5,0
"289_0","WB90","WB90_2009_8_4",289,0,1,1,4,4,10,8,1,1,1,2,10,1,3,2,9,7,1,1,2,3,1,5,1,5,5,4,2,0,0,16,4,1,2,10,6,2,8,3,10,26,0,1,25,1,0,6,8,11,6,9,5,1,0,2,2,11,6,0,2,19,1,0
"290_0","WBI06","WBI06_2009_8_5",290,0,1,0,7,7,15,10,1,1,1,1,16,2,3,2,13,7,5,1,4,1,1,7,1,7,7,5,3,1,3,20,6,0,5,10,11,5,16,5,20,36,2,1,37,5,2,8,13,10,10,11,12,1,0,2,2,11,7,5,3,21,3,2
"291_0","WB0301","WB0301_2009_8_6",291,0,1,2,5,6,13,10,1,0,0,1,15,2,3,1,11,8,6,1,4,3,1,6,1,3,6,7,4,1,1,19,6,1,5,13,6,3,14,5,17,34,1,2,33,2,2,9,12,10,10,10,8,1,0,3,4,10,9,0,5,24,1,1
"292_0","WB92","WB92_2009_8_10",292,0,1,5,6,12,20,10,1,1,0,4,22,1,7,2,20,12,4,1,3,5,4,7,5,10,7,12,5,1,2,34,5,1,4,14,10,6,14,6,19,54,2,2,54,7,2,8,21,18,6,17,13,5,1,1,2,16,9,6,4,38,5,2
"292_1","WB92","WB92_2009_8_10_Rep",292,1,1,4,2,8,21,7,2,0,1,3,17,0,6,2,15,9,4,0,3,3,4,6,0,5,6,10,3,1,2,22,5,1,2,10,7,2,9,4,16,43,2,2,43,4,1,9,23,8,7,11,14,5,0,1,4,6,10,3,6,29,2,2
"293_0","MRW0149","MRW0149_2009_8_24",293,0,1,3,6,5,10,2,2,0,1,2,6,1,5,2,11,3,2,1,3,1,0,5,0,4,5,4,2,0,2,16,2,0,4,7,8,5,4,8,7,25,1,0,26,5,1,7,7,6,7,8,8,1,0,4,4,6,6,0,5,12,5,0
"294_0","MRW0169","MRW0169_2009_8_26",294,0,1,2,10,9,10,8,3,0,2,1,7,2,8,4,10,5,5,1,4,2,0,3,2,7,5,5,3,0,4,21,2,0,6,6,10,6,9,8,14,40,2,0,42,6,2,12,16,6,14,16,6,0,0,2,7,6,8,7,5,16,5,1
"295_0","MRW0170","MRW0170_2009_8_31",295,0,1,1,4,9,13,3,1,2,1,2,13,2,3,0,13,5,2,1,2,4,0,7,2,4,7,6,1,0,2,19,3,0,2,9,11,6,8,6,14,31,1,0,32,6,2,8,7,9,4,17,5,2,0,1,2,8,6,5,3,16,5,1
"296_0","MRW11","MRW11_2009_9_1",296,0,1,3,7,9,8,2,3,0,1,3,9,0,5,1,15,2,2,0,1,0,0,7,4,6,6,5,1,0,2,19,2,0,2,7,9,7,4,8,8,30,0,1,29,2,2,8,12,6,7,12,6,1,0,2,3,6,4,5,4,14,2,0
"296_1","MRW11","MRW11_2009_9_1_Rep",296,1,1,0,6,8,9,1,2,0,1,2,8,0,4,1,13,3,1,0,0,1,0,7,2,6,6,3,0,0,2,18,1,0,1,6,9,6,3,6,8,26,0,0,26,1,2,8,10,5,6,10,7,1,0,2,3,5,4,4,4,13,1,0
"297_0","MRW0171","MRW0171_2009_9_14",297,0,1,7,16,14,15,4,2,3,5,8,15,1,10,10,17,10,3,1,3,3,2,6,4,20,8,7,3,0,6,40,3,0,3,9,21,15,9,19,15,60,1,2,59,13,4,14,20,11,14,20,13,4,0,2,7,10,9,8,8,26,12,1
"298_0","MRW0154","MRW0154_2009_9_15",298,0,1,8,14,13,15,5,3,3,5,9,13,1,9,10,20,8,3,1,3,4,2,4,4,17,8,8,3,0,6,36,3,0,4,10,19,12,10,17,15,55,3,1,56,16,3,14,15,10,16,24,9,5,0,4,10,9,6,6,11,21,14,2
"299_0","MRW0172","MRW0172_2009_9_16",299,0,1,11,14,17,16,7,3,3,7,13,15,1,8,10,24,10,4,1,4,3,3,6,5,18,10,10,3,0,9,42,3,0,5,13,21,16,10,21,16,65,2,2,67,16,4,13,20,16,17,23,12,6,0,2,7,15,5,6,7,31,15,1
"300_0","WB0332","WB0332_2009_9_22",300,0,1,3,6,13,19,10,3,1,3,5,20,1,7,3,21,15,3,1,2,6,3,7,5,11,11,11,3,0,5,35,4,2,3,14,15,6,10,6,21,54,1,1,54,3,3,13,19,17,10,19,10,5,1,2,4,14,9,6,6,32,2,1
"301_0","MRW4","MRW4_2009_10_7",301,0,1,9,10,13,6,4,2,1,2,3,10,1,5,6,14,3,2,1,2,1,0,6,3,12,5,3,2,0,5,23,2,0,4,4,13,13,7,16,12,43,2,1,44,7,3,12,17,6,13,12,11,3,1,4,6,5,4,10,6,20,6,1
"302_0","MRW0174","MRW0174_2009_10_13",302,0,1,1,5,7,7,1,1,0,0,3,8,0,4,1,10,2,1,0,0,1,0,7,1,5,5,1,1,1,0,13,3,0,0,2,9,6,5,8,8,22,1,0,23,6,1,8,6,2,4,11,6,1,0,2,3,1,3,5,5,5,5,1
"303_0","MRW25","MRW25_2009_10_14",303,0,1,5,4,12,12,5,2,0,2,3,15,1,4,4,16,7,1,1,2,2,2,8,4,8,6,7,2,0,3,24,3,1,3,7,11,6,7,8,13,41,0,0,41,4,2,13,12,10,9,16,6,2,0,2,5,8,4,5,7,22,4,0
"304_0","SR0059","SR0059_2009_6_29",304,0,1,5,12,16,13,7,2,3,2,5,14,1,8,3,19,9,3,1,2,2,2,6,3,9,10,8,1,1,3,34,4,1,5,8,14,5,8,12,13,56,1,3,55,10,2,13,24,9,8,22,14,4,0,2,6,9,9,4,8,30,9,1
"304_1","SR0059","SR0059_2009_6_29_Rep",304,1,1,4,12,19,16,9,2,3,5,4,22,1,8,4,19,14,7,1,4,5,2,7,4,10,10,12,5,1,4,38,8,0,7,19,15,13,16,13,20,59,3,2,60,12,5,8,27,10,12,28,12,4,0,2,3,9,12,7,5,30,10,2
"305_0","SR0060","SR0060_2009_7_20",305,0,1,6,10,13,11,5,3,1,4,6,11,1,8,6,21,4,3,1,3,2,0,7,5,12,12,4,2,0,2,34,1,0,3,9,18,11,7,14,13,44,4,1,46,11,2,11,16,8,11,23,8,2,1,2,7,8,4,8,7,18,10,1
"306_0","WB0314","WB0314_2009_7_21",306,0,1,3,8,12,10,8,0,1,2,6,13,2,7,0,18,6,6,1,4,3,0,8,6,7,11,6,3,1,2,28,4,1,5,9,11,6,13,7,13,40,2,1,41,9,3,6,10,14,7,17,8,1,0,1,3,13,4,4,4,20,7,2
"307_0","WB0315","WB0315_2009_7_22",307,0,1,4,7,12,17,7,1,0,0,7,17,0,6,1,15,8,5,0,2,2,1,7,2,8,7,7,5,1,2,27,7,2,5,11,9,6,13,8,14,48,1,2,47,6,2,12,23,6,12,18,13,1,0,1,5,5,9,4,7,25,5,1
"308_0","WB0316","WB0316_2009_7_23",308,0,1,1,5,14,17,8,0,0,2,5,19,1,7,2,18,11,3,1,3,4,2,8,3,10,7,8,4,1,1,26,8,2,4,12,11,3,17,8,18,47,1,2,46,6,2,4,17,19,7,17,10,3,1,1,2,16,7,4,4,33,5,1
"309_0","WB0317","WB0317_2009_7_24",309,0,1,2,6,14,21,12,1,0,3,6,23,2,6,3,18,15,5,1,4,6,3,9,4,8,11,12,5,1,1,34,9,2,5,18,12,5,23,7,24,57,1,1,57,7,2,11,16,22,12,20,11,4,0,2,3,20,9,3,5,38,6,1
"310_0","WB0318","WB0318_2009_8_12",310,0,1,1,6,15,18,11,2,0,2,4,22,2,6,3,19,11,6,1,4,5,1,10,1,9,12,8,5,1,3,33,7,2,6,15,11,6,23,7,26,55,1,0,55,5,3,10,17,21,11,22,12,1,0,2,4,21,8,6,6,35,4,1
"311_0","SR0061","SR0061_2009_8_13",311,0,1,7,9,11,13,7,2,4,2,7,13,0,8,6,17,9,4,0,2,3,1,7,4,9,11,7,3,0,5,32,4,0,3,12,13,8,9,10,18,48,1,3,46,7,3,11,18,10,9,20,9,5,0,1,6,10,7,6,6,27,7,0
